doc_id,group,engine,device,lang,n_pages,seconds,sec_per_page,gt_found,gt_chars,pred_chars,gt_words,pred_words,exact_match,cer,wer,char_errors,word_errors,normalize,error,pdf,gt,pred_path
ko__2015고단7004_판결문,ko,paddleocr_vl,gpu:0,,,,,1,4381,4398,1029,1047,0,0.011413,0.06414,50,66,basic,,/home/hjkim/doc_ocr/data/ko/2015고단7004_판결문.pdf,/home/hjkim/doc_ocr/data/gt/ko/2015고단7004_판결문.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/ko__2015고단7004_판결문.txt
ko__2015노4675_판결문,ko,paddleocr_vl,gpu:0,,,,,1,6127,5223,1450,1204,0,0.25151,0.304138,1541,441,basic,,/home/hjkim/doc_ocr/data/ko/2015노4675_판결문.pdf,/home/hjkim/doc_ocr/data/gt/ko/2015노4675_판결문.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/ko__2015노4675_판결문.txt
ko__2023고단2541_판결문_검수완료,ko,paddleocr_vl,gpu:0,,,,,1,4440,4388,1066,1016,0,0.017793,0.090994,79,97,basic,,/home/hjkim/doc_ocr/data/ko/2023고단2541_판결문_검수완료.pdf,/home/hjkim/doc_ocr/data/gt/ko/2023고단2541_판결문_검수완료.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/ko__2023고단2541_판결문_검수완료.txt
ko__2025고정378_판결문,ko,paddleocr_vl,gpu:0,,,,,1,775,764,191,185,0,0.014194,0.036649,11,7,basic,,/home/hjkim/doc_ocr/data/ko/2025고정378_판결문.pdf,/home/hjkim/doc_ocr/data/gt/ko/2025고정378_판결문.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/ko__2025고정378_판결문.txt
ko__2025고합394_판결문,ko,paddleocr_vl,gpu:0,,,,,1,6643,6589,1521,1483,0,0.010537,0.053254,70,81,basic,,/home/hjkim/doc_ocr/data/ko/2025고합394_판결문.pdf,/home/hjkim/doc_ocr/data/gt/ko/2025고합394_판결문.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/ko__2025고합394_판결문.txt
ko__231201_보도자료(360억_원_대출을_알선하고_억대_수수료를_취득한_대출_브로커_및_은행지점장_구속_기소)-통영지청,ko,paddleocr_vl,gpu:0,,,,,1,2764,2571,650,524,0,0.133502,0.323077,369,210,basic,,/home/hjkim/doc_ocr/data/ko/231201_보도자료(360억_원_대출을_알선하고_억대_수수료를_취득한_대출_브로커_및_은행지점장_구속_기소)-통영지청.pdf,/home/hjkim/doc_ocr/data/gt/ko/231201_보도자료(360억_원_대출을_알선하고_억대_수수료를_취득한_대출_브로커_및_은행지점장_구속_기소)-통영지청.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/ko__231201_보도자료(360억_원_대출을_알선하고_억대_수수료를_취득한_대출_브로커_및_은행지점장_구속_기소)-통영지청.txt
ko__250723_보도자료(유튜브_36주_태아_낙태살인_사건_구속_기소_등)-서울중앙지검,ko,paddleocr_vl,gpu:0,,,,,1,3443,3365,806,744,0,0.054604,0.162531,188,131,basic,,/home/hjkim/doc_ocr/data/ko/250723_보도자료(유튜브_36주_태아_낙태살인_사건_구속_기소_등)-서울중앙지검.pdf,/home/hjkim/doc_ocr/data/gt/ko/250723_보도자료(유튜브_36주_태아_낙태살인_사건_구속_기소_등)-서울중앙지검.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/ko__250723_보도자료(유튜브_36주_태아_낙태살인_사건_구속_기소_등)-서울중앙지검.txt
ko__251223_보도자료(세계_1위_K반도체_국가핵심기술_유출사건_수사_결과)-서울중앙지검,ko,paddleocr_vl,gpu:0,,,,,1,6670,6602,1604,1494,0,0.058771,0.183292,392,294,basic,,/home/hjkim/doc_ocr/data/ko/251223_보도자료(세계_1위_K반도체_국가핵심기술_유출사건_수사_결과)-서울중앙지검.pdf,/home/hjkim/doc_ocr/data/gt/ko/251223_보도자료(세계_1위_K반도체_국가핵심기술_유출사건_수사_결과)-서울중앙지검.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/ko__251223_보도자료(세계_1위_K반도체_국가핵심기술_유출사건_수사_결과)-서울중앙지검.txt
ko__260120__보도자료(6776억_원_규모_한국전력공사_입찰_담합_사건_수사_결과)-서울중앙지검,ko,paddleocr_vl,gpu:0,,,,,1,6565,6522,1516,1308,0,0.094897,0.263852,623,400,basic,,/home/hjkim/doc_ocr/data/ko/260120__보도자료(6776억_원_규모_한국전력공사_입찰_담합_사건_수사_결과)-서울중앙지검.pdf,/home/hjkim/doc_ocr/data/gt/ko/260120__보도자료(6776억_원_규모_한국전력공사_입찰_담합_사건_수사_결과)-서울중앙지검.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/ko__260120__보도자료(6776억_원_규모_한국전력공사_입찰_담합_사건_수사_결과)-서울중앙지검.txt
pil__AvoidImmigrationScamsGetHelp_Tagalog-508,pil,paddleocr_vl,gpu:0,,,,,1,9730,10272,1586,1641,0,0.063823,0.088903,621,141,basic,,/home/hjkim/doc_ocr/data/pil/AvoidImmigrationScamsGetHelp_Tagalog-508.pdf,/home/hjkim/doc_ocr/data/gt/pil/AvoidImmigrationScamsGetHelp_Tagalog-508.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/pil__AvoidImmigrationScamsGetHelp_Tagalog-508.txt
pil__Government Imposter Scams poster_TL,pil,paddleocr_vl,gpu:0,,,,,1,320,317,51,49,0,0.009375,0.058824,3,3,basic,,/home/hjkim/doc_ocr/data/pil/Government Imposter Scams poster_TL.pdf,/home/hjkim/doc_ocr/data/gt/pil/Government Imposter Scams poster_TL.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/pil__Government Imposter Scams poster_TL.txt
pil__How-to-avoid-a-scam_Tagalog_August2023,pil,paddleocr_vl,gpu:0,,,,,1,4115,4056,679,668,0,0.026002,0.044183,107,30,basic,,/home/hjkim/doc_ocr/data/pil/How-to-avoid-a-scam_Tagalog_August2023.pdf,/home/hjkim/doc_ocr/data/gt/pil/How-to-avoid-a-scam_Tagalog_August2023.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/pil__How-to-avoid-a-scam_Tagalog_August2023.txt
pil__empower-yourself-against-utility-scams_tl-508ftclogo,pil,paddleocr_vl,gpu:0,,,,,1,2453,2549,410,420,0,0.045658,0.063415,112,26,basic,,/home/hjkim/doc_ocr/data/pil/empower-yourself-against-utility-scams_tl-508ftclogo.pdf,/home/hjkim/doc_ocr/data/gt/pil/empower-yourself-against-utility-scams_tl-508ftclogo.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/pil__empower-yourself-against-utility-scams_tl-508ftclogo.txt
pil__scammers-intl-students-money_tl-508ftclogo,pil,paddleocr_vl,gpu:0,,,,,1,2503,2558,408,413,0,0.023572,0.022059,59,9,basic,,/home/hjkim/doc_ocr/data/pil/scammers-intl-students-money_tl-508ftclogo.pdf,/home/hjkim/doc_ocr/data/gt/pil/scammers-intl-students-money_tl-508ftclogo.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/pil__scammers-intl-students-money_tl-508ftclogo.txt
uz__964-966,uz,paddleocr_vl,gpu:0,,,,,1,8792,9028,990,1024,0,0.041288,0.151515,363,150,basic,,/home/hjkim/doc_ocr/data/uz/964-966.pdf,/home/hjkim/doc_ocr/data/gt/uz/964-966.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/uz__964-966.txt
uz__Abdug‘aniyev+Akobir+Akmaljon+o‘g‘li,uz,paddleocr_vl,gpu:0,,,,,1,15098,15607,1781,1829,0,0.049278,0.146547,744,261,basic,,/home/hjkim/doc_ocr/data/uz/Abdug‘aniyev+Akobir+Akmaljon+o‘g‘li.pdf,/home/hjkim/doc_ocr/data/gt/uz/Abdug‘aniyev+Akobir+Akmaljon+o‘g‘li.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/uz__Abdug‘aniyev+Akobir+Akmaljon+o‘g‘li.txt
uz__Nasimov+Umedjon+Ulugbekovich,uz,paddleocr_vl,gpu:0,,,,,1,10883,10856,1225,1215,0,0.016723,0.123265,182,151,basic,,/home/hjkim/doc_ocr/data/uz/Nasimov+Umedjon+Ulugbekovich.pdf,/home/hjkim/doc_ocr/data/gt/uz/Nasimov+Umedjon+Ulugbekovich.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/uz__Nasimov+Umedjon+Ulugbekovich.txt
uz__ZDIF+0701,uz,paddleocr_vl,gpu:0,,,,,1,6394,6611,702,727,0,0.043635,0.115385,279,81,basic,,/home/hjkim/doc_ocr/data/uz/ZDIF+0701.pdf,/home/hjkim/doc_ocr/data/gt/uz/ZDIF+0701.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/uz__ZDIF+0701.txt
uz__ZDIF+0738,uz,paddleocr_vl,gpu:0,,,,,1,8234,8609,979,1026,0,0.06291,0.162411,518,159,basic,,/home/hjkim/doc_ocr/data/uz/ZDIF+0738.pdf,/home/hjkim/doc_ocr/data/gt/uz/ZDIF+0738.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/uz__ZDIF+0738.txt
vn__04_2023_HSST_BRVT,vn,paddleocr_vl,gpu:0,,,,,1,9914,9898,2256,2251,0,0.02794,0.050089,277,113,basic,,/home/hjkim/doc_ocr/data/vn/04_2023_HSST_BRVT.pdf,/home/hjkim/doc_ocr/data/gt/vn/04_2023_HSST_BRVT.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/vn__04_2023_HSST_BRVT.txt
vn__06_2023_HS-ST_HCM,vn,paddleocr_vl,gpu:0,,,,,1,13732,13727,3110,3108,0,0.022939,0.041479,315,129,basic,,/home/hjkim/doc_ocr/data/vn/06_2023_HS-ST_HCM.pdf,/home/hjkim/doc_ocr/data/gt/vn/06_2023_HS-ST_HCM.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/vn__06_2023_HS-ST_HCM.txt
vn__132_2020_HS-ST_HCM,vn,paddleocr_vl,gpu:0,,,,,1,13917,13917,3183,3182,0,0.021772,0.0377,303,120,basic,,/home/hjkim/doc_ocr/data/vn/132_2020_HS-ST_HCM.pdf,/home/hjkim/doc_ocr/data/gt/vn/132_2020_HS-ST_HCM.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/vn__132_2020_HS-ST_HCM.txt
vn__171_2018_HS-ST_HUE,vn,paddleocr_vl,gpu:0,,,,,1,8829,8814,2019,1998,0,0.029562,0.065379,261,132,basic,,/home/hjkim/doc_ocr/data/vn/171_2018_HS-ST_HUE.pdf,/home/hjkim/doc_ocr/data/gt/vn/171_2018_HS-ST_HUE.txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/vn__171_2018_HS-ST_HUE.txt
vn__29_2018_HS-ST_THAI_NGUYEN[1],vn,paddleocr_vl,gpu:0,,,,,1,11298,11266,2556,2551,0,0.028501,0.048122,322,123,basic,,/home/hjkim/doc_ocr/data/vn/29_2018_HS-ST_THAI_NGUYEN[1].pdf,/home/hjkim/doc_ocr/data/gt/vn/29_2018_HS-ST_THAI_NGUYEN[1].txt,/home/hjkim/doc_ocr/result/pred/paddleocr_vl/vn__29_2018_HS-ST_THAI_NGUYEN[1].txt
en__24-7435_5if6,en,tesseract,cpu,eng,,,,1,5113,5154,826,849,0,0.011148,0.077482,57,64,basic,,/home/hjkim/doc_ocr/data/en/24-7435_5if6.pdf,/home/hjkim/doc_ocr/data/gt/en/24-7435_5if6.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__24-7435_5if6.txt
en__249799,en,tesseract,cpu,eng,,,,1,3290,2904,467,427,0,0.154103,0.201285,507,94,basic,,/home/hjkim/doc_ocr/data/en/249799.pdf,/home/hjkim/doc_ocr/data/gt/en/249799.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__249799.txt
en__25-524_0971,en,tesseract,cpu,eng,,,,1,5399,5384,867,853,0,0.005001,0.038062,27,33,basic,,/home/hjkim/doc_ocr/data/en/25-524_0971.pdf,/home/hjkim/doc_ocr/data/gt/en/25-524_0971.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__25-524_0971.txt
en__25-821_e29g,en,tesseract,cpu,eng,,,,1,1473,1472,238,236,0,0.002037,0.021008,3,5,basic,,/home/hjkim/doc_ocr/data/en/25-821_e29g.pdf,/home/hjkim/doc_ocr/data/gt/en/25-821_e29g.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__25-821_e29g.txt
en__25-851_ed9f,en,tesseract,cpu,eng,,,,1,1505,1503,249,247,0,0.001329,0.016064,2,4,basic,,/home/hjkim/doc_ocr/data/en/25-851_ed9f.pdf,/home/hjkim/doc_ocr/data/gt/en/25-851_ed9f.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__25-851_ed9f.txt
en__25-885_5h26,en,tesseract,cpu,eng,,,,1,5550,5546,939,934,0,0.003423,0.021299,19,20,basic,,/home/hjkim/doc_ocr/data/en/25-885_5h26.pdf,/home/hjkim/doc_ocr/data/gt/en/25-885_5h26.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__25-885_5h26.txt
en__USCOURTS-caed-6_25-mj-00015-1,en,tesseract,cpu,eng,,,,1,5601,5601,983,964,0,0.087306,0.194303,489,191,basic,,/home/hjkim/doc_ocr/data/en/USCOURTS-caed-6_25-mj-00015-1.pdf,/home/hjkim/doc_ocr/data/gt/en/USCOURTS-caed-6_25-mj-00015-1.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__USCOURTS-caed-6_25-mj-00015-1.txt
en__USCOURTS-mnd-0_06-cr-00130-1,en,tesseract,cpu,eng,,,,1,3348,3345,527,526,0,0.001493,0.00759,5,4,basic,,/home/hjkim/doc_ocr/data/en/USCOURTS-mnd-0_06-cr-00130-1.pdf,/home/hjkim/doc_ocr/data/gt/en/USCOURTS-mnd-0_06-cr-00130-1.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__USCOURTS-mnd-0_06-cr-00130-1.txt
en__gomez_albertocortes,en,tesseract,cpu,eng,,,,1,2508,2487,389,382,0,0.038676,0.097686,97,38,basic,,/home/hjkim/doc_ocr/data/en/gomez_albertocortes.pdf,/home/hjkim/doc_ocr/data/gt/en/gomez_albertocortes.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__gomez_albertocortes.txt
en__vae1_tetteh_0,en,tesseract,cpu,eng,,,,1,2864,2860,454,442,0,0.039106,0.110132,112,50,basic,,/home/hjkim/doc_ocr/data/en/vae1_tetteh_0.pdf,/home/hjkim/doc_ocr/data/gt/en/vae1_tetteh_0.txt,/home/hjkim/doc_ocr/result/pred/tesseract/en__vae1_tetteh_0.txt
ko__140801_서부지검_보도자료,ko,tesseract,cpu,kor+eng,,,,1,3698,2891,776,710,0,0.42185,0.648196,1560,503,basic,,/home/hjkim/doc_ocr/data/ko/140801_서부지검_보도자료.pdf,/home/hjkim/doc_ocr/data/gt/ko/140801_서부지검_보도자료.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__140801_서부지검_보도자료.txt
ko__2015고단7004_판결문,ko,tesseract,cpu,kor+eng,,,,1,4381,3547,1029,892,0,0.356996,0.500486,1564,515,basic,,/home/hjkim/doc_ocr/data/ko/2015고단7004_판결문.pdf,/home/hjkim/doc_ocr/data/gt/ko/2015고단7004_판결문.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__2015고단7004_판결문.txt
ko__2015노4675_판결문,ko,tesseract,cpu,kor+eng,,,,1,6127,5260,1450,1249,0,0.42582,0.478621,2609,694,basic,,/home/hjkim/doc_ocr/data/ko/2015노4675_판결문.pdf,/home/hjkim/doc_ocr/data/gt/ko/2015노4675_판결문.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__2015노4675_판결문.txt
ko__2023고단2541_판결문_검수완료,ko,tesseract,cpu,kor+eng,,,,1,4440,4212,1066,999,0,0.137838,0.197936,612,211,basic,,/home/hjkim/doc_ocr/data/ko/2023고단2541_판결문_검수완료.pdf,/home/hjkim/doc_ocr/data/gt/ko/2023고단2541_판결문_검수완료.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__2023고단2541_판결문_검수완료.txt
ko__2025고정378_판결문,ko,tesseract,cpu,kor+eng,,,,1,775,723,191,174,0,0.103226,0.198953,80,38,basic,,/home/hjkim/doc_ocr/data/ko/2025고정378_판결문.pdf,/home/hjkim/doc_ocr/data/gt/ko/2025고정378_판결문.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__2025고정378_판결문.txt
ko__2025고합394_판결문,ko,tesseract,cpu,kor+eng,,,,1,6643,5974,1521,1384,0,0.179889,0.283366,1195,431,basic,,/home/hjkim/doc_ocr/data/ko/2025고합394_판결문.pdf,/home/hjkim/doc_ocr/data/gt/ko/2025고합394_판결문.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__2025고합394_판결문.txt
ko__231201_보도자료(360억_원_대출을_알선하고_억대_수수료를_취득한_대출_브로커_및_은행지점장_구속_기소)-통영지청,ko,tesseract,cpu,kor+eng,,,,1,2764,1583,650,407,0,0.583936,0.706154,1614,459,basic,,/home/hjkim/doc_ocr/data/ko/231201_보도자료(360억_원_대출을_알선하고_억대_수수료를_취득한_대출_브로커_및_은행지점장_구속_기소)-통영지청.pdf,/home/hjkim/doc_ocr/data/gt/ko/231201_보도자료(360억_원_대출을_알선하고_억대_수수료를_취득한_대출_브로커_및_은행지점장_구속_기소)-통영지청.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__231201_보도자료(360억_원_대출을_알선하고_억대_수수료를_취득한_대출_브로커_및_은행지점장_구속_기소)-통영지청.txt
ko__250723_보도자료(유튜브_36주_태아_낙태살인_사건_구속_기소_등)-서울중앙지검,ko,tesseract,cpu,kor+eng,,,,1,3443,2206,806,524,0,0.45774,0.619107,1576,499,basic,,/home/hjkim/doc_ocr/data/ko/250723_보도자료(유튜브_36주_태아_낙태살인_사건_구속_기소_등)-서울중앙지검.pdf,/home/hjkim/doc_ocr/data/gt/ko/250723_보도자료(유튜브_36주_태아_낙태살인_사건_구속_기소_등)-서울중앙지검.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__250723_보도자료(유튜브_36주_태아_낙태살인_사건_구속_기소_등)-서울중앙지검.txt
ko__251223_보도자료(세계_1위_K반도체_국가핵심기술_유출사건_수사_결과)-서울중앙지검,ko,tesseract,cpu,kor+eng,,,,1,6670,5865,1604,1389,0,0.368816,0.502494,2460,806,basic,,/home/hjkim/doc_ocr/data/ko/251223_보도자료(세계_1위_K반도체_국가핵심기술_유출사건_수사_결과)-서울중앙지검.pdf,/home/hjkim/doc_ocr/data/gt/ko/251223_보도자료(세계_1위_K반도체_국가핵심기술_유출사건_수사_결과)-서울중앙지검.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__251223_보도자료(세계_1위_K반도체_국가핵심기술_유출사건_수사_결과)-서울중앙지검.txt
ko__260120__보도자료(6776억_원_규모_한국전력공사_입찰_담합_사건_수사_결과)-서울중앙지검,ko,tesseract,cpu,kor+eng,,,,1,6565,3741,1516,883,0,0.526733,0.637863,3458,967,basic,,/home/hjkim/doc_ocr/data/ko/260120__보도자료(6776억_원_규모_한국전력공사_입찰_담합_사건_수사_결과)-서울중앙지검.pdf,/home/hjkim/doc_ocr/data/gt/ko/260120__보도자료(6776억_원_규모_한국전력공사_입찰_담합_사건_수사_결과)-서울중앙지검.txt,/home/hjkim/doc_ocr/result/pred/tesseract/ko__260120__보도자료(6776억_원_규모_한국전력공사_입찰_담합_사건_수사_결과)-서울중앙지검.txt
pil__AvoidImmigrationScamsGetHelp_Tagalog-508,pil,tesseract,cpu,tgl+eng,,,,1,9730,9818,1586,1596,0,0.015108,0.029004,147,46,basic,,/home/hjkim/doc_ocr/data/pil/AvoidImmigrationScamsGetHelp_Tagalog-508.pdf,/home/hjkim/doc_ocr/data/gt/pil/AvoidImmigrationScamsGetHelp_Tagalog-508.txt,/home/hjkim/doc_ocr/result/pred/tesseract/pil__AvoidImmigrationScamsGetHelp_Tagalog-508.txt
pil__Government Imposter Scams poster_TL,pil,tesseract,cpu,tgl+eng,,,,1,320,391,51,65,0,0.2375,0.372549,76,19,basic,,/home/hjkim/doc_ocr/data/pil/Government Imposter Scams poster_TL.pdf,/home/hjkim/doc_ocr/data/gt/pil/Government Imposter Scams poster_TL.txt,/home/hjkim/doc_ocr/result/pred/tesseract/pil__Government Imposter Scams poster_TL.txt
pil__How-to-avoid-a-scam_Tagalog_August2023,pil,tesseract,cpu,tgl+eng,,,,1,4115,4148,679,688,0,0.064156,0.091311,264,62,basic,,/home/hjkim/doc_ocr/data/pil/How-to-avoid-a-scam_Tagalog_August2023.pdf,/home/hjkim/doc_ocr/data/gt/pil/How-to-avoid-a-scam_Tagalog_August2023.txt,/home/hjkim/doc_ocr/result/pred/tesseract/pil__How-to-avoid-a-scam_Tagalog_August2023.txt
pil__empower-yourself-against-utility-scams_tl-508ftclogo,pil,tesseract,cpu,tgl+eng,,,,1,2453,2478,410,413,0,0.014676,0.029268,36,12,basic,,/home/hjkim/doc_ocr/data/pil/empower-yourself-against-utility-scams_tl-508ftclogo.pdf,/home/hjkim/doc_ocr/data/gt/pil/empower-yourself-against-utility-scams_tl-508ftclogo.txt,/home/hjkim/doc_ocr/result/pred/tesseract/pil__empower-yourself-against-utility-scams_tl-508ftclogo.txt
pil__scammers-intl-students-money_tl-508ftclogo,pil,tesseract,cpu,tgl+eng,,,,1,2503,2528,408,411,0,0.010388,0.009804,26,4,basic,,/home/hjkim/doc_ocr/data/pil/scammers-intl-students-money_tl-508ftclogo.pdf,/home/hjkim/doc_ocr/data/gt/pil/scammers-intl-students-money_tl-508ftclogo.txt,/home/hjkim/doc_ocr/result/pred/tesseract/pil__scammers-intl-students-money_tl-508ftclogo.txt
uz__964-966,uz,tesseract,cpu,uzb+eng,,,,1,8792,8962,990,1009,0,0.04015,0.121212,353,120,basic,,/home/hjkim/doc_ocr/data/uz/964-966.pdf,/home/hjkim/doc_ocr/data/gt/uz/964-966.txt,/home/hjkim/doc_ocr/result/pred/tesseract/uz__964-966.txt
uz__Abdug‘aniyev+Akobir+Akmaljon+o‘g‘li,uz,tesseract,cpu,uzb+eng,,,,1,15098,15097,1781,1776,0,0.006888,0.040988,104,73,basic,,/home/hjkim/doc_ocr/data/uz/Abdug‘aniyev+Akobir+Akmaljon+o‘g‘li.pdf,/home/hjkim/doc_ocr/data/gt/uz/Abdug‘aniyev+Akobir+Akmaljon+o‘g‘li.txt,/home/hjkim/doc_ocr/result/pred/tesseract/uz__Abdug‘aniyev+Akobir+Akmaljon+o‘g‘li.txt
uz__Nasimov+Umedjon+Ulugbekovich,uz,tesseract,cpu,uzb+eng,,,,1,10883,10862,1225,1224,0,0.014977,0.099592,163,122,basic,,/home/hjkim/doc_ocr/data/uz/Nasimov+Umedjon+Ulugbekovich.pdf,/home/hjkim/doc_ocr/data/gt/uz/Nasimov+Umedjon+Ulugbekovich.txt,/home/hjkim/doc_ocr/result/pred/tesseract/uz__Nasimov+Umedjon+Ulugbekovich.txt
uz__ZDIF+0701,uz,tesseract,cpu,uzb+eng,,,,1,6394,6675,702,736,0,0.053488,0.095442,342,67,basic,,/home/hjkim/doc_ocr/data/uz/ZDIF+0701.pdf,/home/hjkim/doc_ocr/data/gt/uz/ZDIF+0701.txt,/home/hjkim/doc_ocr/result/pred/tesseract/uz__ZDIF+0701.txt
